"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"49019","0","10","70","0","2021","A","",647,6397,256966185,156784811,1802247,772,40168,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",35,5.7,752,13.3,42729147,19.9,32965615,26.6,606987,50.8,42,5.8,2219,5.8
"49021","0","10","70","0","2021","A","",1971,21677,863959925,456100138,1930397,766,39857,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",142,7.8,1572,7.8,103131161,13.6,71293158,18.5,630287,48.5,38,5.2,2014,5.3
"49023","0","10","70","0","2021","A","",336,4077,165595134,79226354,356753,781,40618,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,6.3,209,5.4,16889656,11.4,10363724,15.0,102554,40.3,42,5.7,2170,5.6
"49025","0","10","70","0","2021","A","",385,3856,154785332,79336405,477097,772,40141,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,4.9,283,7.9,23316414,17.7,15908625,25.1,151715,46.6,64,9.0,3344,9.1
"49027","0","10","70","0","2021","A","",404,4863,218678067,105492248,446004,865,44968,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,1.8,130,2.7,13150877,6.4,8423093,8.7,133642,42.8,30,3.6,1540,3.5
"49029","0","10","70","0","2021","A","",424,2794,138376488,66336766,316901,952,49522,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",37,9.6,205,7.9,14999239,12.2,8468471,14.6,68310,27.5,36,3.9,1869,3.9
"49031","0","10","70","0","2021","A","",53,293,8992854,4593889,25404,590,30701,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,6.0,11,3.9,387788,4.5,141231,3.2,15632,160.0,3,0.5,160,0.5
"49033","0","10","70","0","2021","A","",142,1008,32813211,19420420,115428,626,32555,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.4,125,14.2,5855566,21.7,4052546,26.4,14807,14.7,39,6.6,2014,6.6
"49035","0","10","70","0","2021","A","",55945,737675,48901839711,21001853122,109495773,1275,66292,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4911,9.6,30893,4.4,4690412871,10.6,2196442026,11.7,28940123,35.9,72,6.0,3739,6.0
"49037","0","10","70","0","2021","A","",340,4106,169031702,72373072,568296,792,41170,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,1.5,220,5.7,17166613,11.3,9991963,16.0,110036,24.0,41,5.5,2094,5.4
"49039","0","10","70","0","2021","A","",673,8704,330119103,143816996,694266,729,37927,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",29,4.5,407,4.9,28035527,9.3,17223206,13.6,265138,61.8,29,4.1,1518,4.2
"49041","0","10","70","0","2021","A","",742,9260,378585622,199167849,918432,786,40885,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,0.8,264,2.9,19544557,5.4,16632402,9.1,177326,23.9,18,2.3,974,2.4
"49043","0","10","70","0","2021","A","",3343,27499,1549377338,808457903,5130168,1084,56343,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",228,7.3,1921,7.5,211543599,15.8,99178282,14.0,1076777,26.6,78,7.8,4040,7.7
"49045","0","10","70","0","2021","A","",1332,19314,897104444,462855156,2409546,893,46448,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",75,6.0,1812,10.4,109274216,13.9,81816242,21.5,788723,48.7,27,3.1,1434,3.2
"49047","0","10","70","0","2021","A","",1281,12540,559263517,294542682,2246178,858,44599,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",23,1.8,605,5.1,35424574,6.8,28798007,10.8,-48333,-2.1,14,1.7,706,1.6
"49049","0","10","70","0","2021","A","",20055,273507,15335640950,7100283420,32917908,1078,56070,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1295,6.9,20101,7.9,1758232881,12.9,1047745524,17.3,11651126,54.8,48,4.7,2490,4.6
"49051","0","10","70","0","2021","A","",1385,11001,523964615,261063632,1339297,916,47628,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",96,7.4,847,8.3,42597437,8.8,29260565,12.6,361347,36.9,4,0.4,221,0.5
"49053","0","10","70","0","2021","A","",7230,76159,3223965807,1779249611,8255937,814,42332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",529,7.9,5574,7.9,342754569,11.9,242892685,15.8,2916196,54.6,29,3.7,1513,3.7
"49055","0","10","70","0","2021","A","",147,1126,41500801,22373969,317204,709,36862,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,2.8,67,6.3,3477961,9.1,2873006,14.7,89523,39.3,19,2.8,966,2.7
"49057","0","10","70","0","2021","A","",6902,112826,5616845144,2714743320,13443107,957,49783,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",326,5.0,5168,4.8,589458125,11.7,307963703,12.8,3730246,38.4,59,6.6,3085,6.6
