"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"54039","0","10","70","0","2021","A","",5673,91450,4934493735,869319397,21279317,1038,53959,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",75,1.3,1749,1.9,275651659,5.9,44489280,5.4,1521353,7.7,39,3.9,2022,3.9
"54041","0","10","70","0","2021","A","",487,5212,245184292,52875054,1534263,905,47039,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,4.7,68,1.3,1712989,0.7,3079793,6.2,224782,17.2,-5,-0.5,-297,-0.6
"54043","0","10","70","0","2021","A","",281,2207,84417465,15002556,386290,736,38253,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,3.7,-47,-2.1,7337323,9.5,1013814,7.2,25981,7.2,78,11.9,4062,11.9
"54045","0","10","70","0","2021","A","",856,9681,461504954,102646277,2463769,917,47673,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,3.4,569,6.2,65860760,16.6,7474408,7.9,171354,7.5,82,9.8,4252,9.8
"54047","0","10","70","0","2021","A","",357,3950,187538198,35699537,1100873,913,47473,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,4.4,19,0.5,4437264,2.4,2723418,8.3,136593,14.2,17,1.9,896,1.9
"54049","0","10","70","0","2021","A","",1391,16485,772611767,176430340,4250620,901,46868,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,2.0,450,2.8,40636473,5.6,-8712863,-4.7,-168569,-3.8,23,2.6,1220,2.7
"54051","0","10","70","0","2021","A","",578,10263,614654096,103975333,2543599,1152,59889,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,2.1,-312,-3.0,-23220015,-3.6,-19570846,-15.8,-1178414,-31.7,-8,-0.7,-429,-0.7
"54053","0","10","70","0","2021","A","",412,5472,261823493,54153419,1379583,920,47848,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.2,179,3.4,8579004,3.4,3580387,7.1,149060,12.1,0,0.0,5,0.0
"54055","0","10","70","0","2021","A","",1433,17832,760375822,173315583,3888638,820,42642,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",36,2.6,258,1.5,39426638,5.5,2733102,1.6,105280,2.8,31,3.9,1619,3.9
"54057","0","10","70","0","2021","A","",538,7950,386770467,80734713,1807343,936,48649,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,2.9,299,3.9,27326986,7.6,4456362,5.8,-50561,-2.7,33,3.7,1668,3.6
"54059","0","10","70","0","2021","A","",507,4037,168388263,43453768,1475931,802,41710,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-1.9,-234,-5.5,-21127617,-11.1,-6507634,-13.0,-115174,-7.2,-51,-6.0,-2668,-6.0
"54061","0","10","70","0","2021","A","",2839,55744,3249122342,440895161,10629044,1121,58287,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",94,3.4,2253,4.2,176295059,5.7,27298081,6.6,529577,5.2,16,1.4,841,1.5
"54063","0","10","70","0","2021","A","",253,1858,80286420,16028066,361950,831,43215,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,3.3,-4,-0.2,2444752,3.1,429106,2.8,5487,1.5,27,3.4,1406,3.4
"54065","0","10","70","0","2021","A","",279,2875,106566273,27546645,560663,713,37062,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,4.1,77,2.8,6550188,6.5,2109812,8.3,48693,9.5,26,3.8,1315,3.7
"54067","0","10","70","0","2021","A","",753,6733,279719186,67462281,1791155,799,41545,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,1.3,102,1.5,18237538,7.0,2940836,4.6,111093,6.6,41,5.4,2110,5.4
"54069","0","10","70","0","2021","A","",1451,26506,1306631360,253742281,5689635,948,49297,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-0.5,827,3.2,97177900,8.0,7288622,3.0,-173856,-3.0,42,4.6,2198,4.7
"54071","0","10","70","0","2021","A","",203,1473,49437093,10671857,202077,646,33570,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,54,3.8,2482918,5.3,864351,8.8,15514,8.3,10,1.6,480,1.5
"54073","0","10","70","0","2021","A","",179,2367,122378561,24847299,702065,994,51700,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,2.9,72,3.1,5778418,5.0,860283,3.6,105026,17.6,17,1.7,890,1.8
"54075","0","10","70","0","2021","A","",292,3039,109662794,31525296,980652,694,36091,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,3.2,152,5.3,8342876,8.2,2360771,8.1,61098,6.6,19,2.8,999,2.8
"54077","0","10","70","0","2021","A","",717,7150,323471728,59888463,1606399,870,45238,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.1,149,2.1,20103209,6.6,2784895,4.9,82207,5.4,37,4.4,1906,4.4
"54079","0","10","70","0","2021","A","",1509,19507,1082357422,240927507,7476634,1067,55485,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,1.8,541,2.9,48204630,4.7,9794959,4.2,211424,2.9,18,1.7,959,1.8
"54081","0","10","70","0","2021","A","",2226,29794,1399962975,316033285,7786223,904,46987,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",56,2.6,309,1.0,85630659,6.5,12713088,4.2,527697,7.3,47,5.5,2410,5.4
"54083","0","10","70","0","2021","A","",858,10489,424009474,99053437,2353731,777,40423,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,0.9,-26,-0.2,10485880,2.5,910158,0.9,60894,2.7,21,2.8,1094,2.8
"54085","0","10","70","0","2021","A","",244,3083,140212802,36021672,1023723,875,45483,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.8,69,2.3,11256671,8.7,2330424,6.9,28053,2.8,52,6.3,2700,6.3
"54087","0","10","70","0","2021","A","",311,2795,119033055,25523045,643883,819,42582,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,5.4,15,0.5,3888497,3.4,942607,3.8,-18049,-2.7,23,2.9,1164,2.8
"54089","0","10","70","0","2021","A","",227,2202,85315649,19764647,538843,745,38750,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,6.1,126,6.1,12637586,17.4,3067581,18.4,153175,39.7,72,10.7,3734,10.7
"54091","0","10","70","0","2021","A","",292,3097,152375543,28512330,711731,946,49197,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.5,94,3.1,6192506,4.2,1278369,4.7,48157,7.3,10,1.1,518,1.1
"54093","0","10","70","0","2021","A","",236,2560,96918161,24808824,587940,728,37854,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,3.5,155,6.4,5369384,5.9,1954630,8.6,8839,1.5,-4,-0.5,-216,-0.6
"54095","0","10","70","0","2021","A","",148,1764,92258425,17740720,407244,1006,52291,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.7,-80,-4.3,2173364,2.4,-44141,-0.2,-23646,-5.5,66,7.0,3427,7.0
"54097","0","10","70","0","2021","A","",721,7210,302344161,68538806,1970205,806,41937,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",29,4.2,259,3.7,15215086,5.3,1603623,2.4,92905,4.9,12,1.5,629,1.5
"54099","0","10","70","0","2021","A","",582,7955,402619295,65089087,1676792,973,50611,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,3.0,144,1.8,24085176,6.4,1223265,1.9,-2240,-0.1,41,4.4,2149,4.4
"54101","0","10","70","0","2021","A","",215,1538,58718990,15275224,400440,734,38175,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,2.4,-12,-0.8,271690,0.5,-253820,-1.6,-21047,-5.0,9,1.2,463,1.2
"54103","0","10","70","0","2021","A","",408,4290,179792094,40636038,1152897,806,41909,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.5,195,4.8,19129890,11.9,152393,0.4,62313,5.7,51,6.8,2674,6.8
"54105","0","10","70","0","2021","A","",94,891,40041407,3980197,113648,864,44944,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,4.4,343,62.6,21695821,118.3,257819,6.9,15204,15.4,221,34.4,11487,34.3
"54107","0","10","70","0","2021","A","",2203,33606,1606669236,327608942,7875002,919,47810,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-0.3,875,2.7,100461942,6.7,17071452,5.5,351862,4.7,34,3.8,1792,3.9
"54109","0","10","70","0","2021","A","",415,4267,200441279,44982137,1196900,903,46975,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,4.0,299,7.5,27822186,16.1,3647519,8.8,86612,7.8,66,7.9,3469,8.0
"54999","0","10","70","0","2021","A","",8370,30254,2082854181,507927118,17083058,1324,68845,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1179,16.4,1461,5.1,180617080,9.5,37052429,7.9,342129,2.0,54,4.3,2779,4.2
