"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"39019","0","10","70","0","2021","A","",541,5764,239528867,49273714,1239762,799,41557,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.4,-28,-0.5,5382679,2.3,520464,1.1,148599,13.6,22,2.8,1132,2.8
"39021","0","10","70","0","2021","A","",701,9986,464224991,83809389,1919648,894,46486,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,0.9,-167,-1.6,7954998,1.7,1525208,1.9,462891,31.8,30,3.5,1548,3.4
"39023","0","10","70","0","2021","A","",2550,45456,2158992273,446391497,10942983,913,47497,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",39,1.6,990,2.2,165564935,8.3,35320728,8.6,3241945,42.1,51,5.9,2666,5.9
"39025","0","10","70","0","2021","A","",4343,58425,3032417800,563512923,13313447,998,51903,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",147,3.5,1814,3.2,260870412,9.4,39057569,7.4,2820374,26.9,57,6.1,2945,6.0
"39027","0","10","70","0","2021","A","",898,18000,1019293558,166751189,3568837,1089,56627,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,2.4,842,4.9,103417765,11.3,13529976,8.8,602974,20.3,62,6.0,3247,6.1
"39029","0","10","70","0","2021","A","",2198,27971,1271164668,240950735,5626068,874,45445,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",48,2.2,-92,-0.3,74641116,6.2,2174573,0.9,424179,8.2,54,6.6,2808,6.6
"39031","0","10","70","0","2021","A","",708,9329,404986684,75885767,1893194,835,43410,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.7,-8,-0.1,1771519,0.4,2147328,2.9,283107,17.6,5,0.6,226,0.5
"39033","0","10","70","0","2021","A","",923,12350,553138011,92106478,1904098,861,44787,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,0.7,22,0.2,21106701,4.0,-645972,-0.7,390705,25.8,31,3.7,1632,3.8
"39035","0","10","70","0","2021","A","",37749,690959,46008018267,5880027143,145109095,1280,66586,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1141,3.1,9357,1.4,2779195982,6.4,242063861,4.3,22190294,18.1,60,4.9,3164,5.0
"39037","0","10","70","0","2021","A","",1241,17960,806513540,156056503,3025134,864,44907,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.3,517,3.0,45001290,5.9,7160717,4.8,695836,29.9,24,2.9,1251,2.9
"39039","0","10","70","0","2021","A","",886,14686,694427827,125305120,3281694,909,47284,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",25,2.9,325,2.3,41061469,6.3,3912561,3.2,814789,33.0,34,3.9,1788,3.9
"39041","0","10","70","0","2021","A","",6240,88890,5717166197,880829882,19155538,1237,64317,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",349,5.9,4147,4.9,437800598,8.3,50666829,6.1,3565226,22.9,39,3.3,2018,3.2
"39043","0","10","70","0","2021","A","",2004,35451,1598955067,329719021,7463549,867,45103,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,1.1,2523,7.7,168669057,11.8,49811107,17.8,891490,13.6,32,3.8,1666,3.8
"39045","0","10","70","0","2021","A","",3221,42924,1962976753,367029351,7671229,879,45732,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",99,3.2,804,1.9,138241954,7.6,21061280,6.1,1526562,24.8,46,5.5,2410,5.6
"39047","0","10","70","0","2021","A","",631,10516,453785365,105718642,2291717,830,43152,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.3,-93,-0.9,21544572,5.0,4404769,4.3,402600,21.3,46,5.9,2408,5.9
"39049","0","10","70","0","2021","A","",36466,743438,48628531917,6580776111,149821088,1258,65410,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1792,5.2,16422,2.3,2910176639,6.4,372595233,6.0,27381047,22.4,49,4.1,2525,4.0
"39051","0","10","70","0","2021","A","",1101,17729,857474332,150368379,4070980,930,48366,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.1,546,3.2,70545762,9.0,5083370,3.5,572003,16.3,49,5.6,2569,5.6
"39053","0","10","70","0","2021","A","",730,10630,454162857,68692978,1527922,822,42726,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,3.4,78,0.7,24978056,5.8,3656284,5.6,307416,25.2,40,5.1,2052,5.0
"39055","0","10","70","0","2021","A","",3030,34593,1692123531,321822305,9525399,941,48915,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",53,1.8,826,2.4,119150239,7.6,15706313,5.1,1737725,22.3,45,5.0,2332,5.0
"39057","0","10","70","0","2021","A","",3854,75021,4826246286,509387655,11215586,1237,64332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",84,2.2,1251,1.7,273883982,6.0,16148595,3.3,1965402,21.2,50,4.2,2621,4.2
"39059","0","10","70","0","2021","A","",957,14002,651047530,117493546,2713873,894,46498,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-0.7,20,0.1,27851697,4.5,2757867,2.4,523917,23.9,37,4.3,1928,4.3
"39061","0","10","70","0","2021","A","",25599,497285,34948226133,4539484754,110018655,1352,70278,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",783,3.2,9594,2.0,1762174209,5.3,213777836,4.9,21971048,25.0,43,3.3,2231,3.3
"39063","0","10","70","0","2021","A","",1863,44140,2614345774,417408182,8077747,1139,59229,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",42,2.3,579,1.3,118311606,4.7,18245434,4.6,1545798,23.7,37,3.4,1929,3.4
"39065","0","10","70","0","2021","A","",527,7806,314600141,50141770,1024757,775,40303,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.8,-22,-0.3,8618942,2.8,-322815,-0.6,146074,16.6,23,3.1,1213,3.1
"39067","0","10","70","0","2021","A","",342,3332,160501663,24566889,829373,926,48166,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-77,-2.3,-5468378,-3.3,-1163648,-4.5,109533,15.2,-10,-1.1,-527,-1.1
"39069","0","10","70","0","2021","A","",673,10223,499719881,85165366,3544757,940,48883,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,1.4,-48,-0.5,11428194,2.3,2396536,2.9,258853,7.9,26,2.8,1340,2.8
"39071","0","10","70","0","2021","A","",794,10367,403305745,83754140,1995530,748,38903,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,2.7,142,1.4,-5853814,-1.4,-5438421,-6.1,191752,10.6,-22,-2.9,-1114,-2.8
"39073","0","10","70","0","2021","A","",577,6834,245378299,53618255,1166792,690,35905,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,2.3,361,5.6,17885956,7.9,3469822,6.9,170129,17.1,14,2.1,761,2.2
"39075","0","10","70","0","2021","A","",1483,20319,967074866,206885560,3841652,915,47594,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,1.2,714,3.6,102204124,11.8,11706291,6.0,936807,32.2,67,7.9,3479,7.9
"39077","0","10","70","0","2021","A","",1344,20660,977646899,178826333,5372197,910,47322,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,1.6,853,4.3,68479771,7.5,8841256,5.2,826513,18.2,27,3.1,1420,3.1
"39079","0","10","70","0","2021","A","",720,9852,404133062,83994642,2191967,789,41020,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-16,-2.2,-244,-2.4,33245,0.0,-2144974,-2.5,210089,10.6,19,2.5,995,2.5
"39081","0","10","70","0","2021","A","",1387,20441,902328439,152443079,4045100,849,44144,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.1,686,3.5,45058638,5.3,7155646,4.9,825189,25.6,14,1.7,748,1.7
"39083","0","10","70","0","2021","A","",1230,19529,907114710,145010598,3379497,893,46450,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,1.3,347,1.8,29540102,3.4,4116404,2.9,587946,21.1,13,1.5,701,1.5
"39085","0","10","70","0","2021","A","",6496,91949,4812832793,834068458,20094290,1007,52342,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",140,2.2,1646,1.8,296474467,6.6,33066128,4.1,3146820,18.6,45,4.7,2329,4.7
"39087","0","10","70","0","2021","A","",986,13574,556100502,116574940,3225721,788,40967,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,2.1,324,2.4,39228161,7.6,7196361,6.6,615214,23.6,38,5.1,1959,5.0
"39089","0","10","70","0","2021","A","",3653,74622,3530054572,731384509,17991855,910,47306,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",105,3.0,6378,9.3,422400215,13.6,64299269,9.6,3422370,23.5,34,3.9,1768,3.9
"39091","0","10","70","0","2021","A","",970,18308,902447244,166383483,3529057,948,49293,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,2.8,484,2.7,39915111,4.6,10450284,6.7,1484734,72.6,17,1.8,900,1.9
"39093","0","10","70","0","2021","A","",6478,94304,4637969252,797307498,22259055,946,49181,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",159,2.5,2350,2.6,286582300,6.6,46326959,6.2,4213116,23.3,36,4.0,1860,3.9
"39095","0","10","70","0","2021","A","",10533,194391,10772972513,1668766562,48288539,1066,55419,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",334,3.3,2329,1.2,547194526,5.4,55901842,3.5,8025006,19.9,42,4.1,2177,4.1
"39097","0","10","70","0","2021","A","",919,19581,930982099,191716083,3724607,914,47545,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",38,4.3,2003,11.4,119738487,14.8,25764683,15.5,1136861,43.9,26,2.9,1393,3.0
"39099","0","10","70","0","2021","A","",6007,91747,4168473738,820172524,22567664,874,45434,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",109,1.8,1160,1.3,248036931,6.3,28013274,3.5,5335935,31.0,42,5.0,2156,5.0
"39101","0","10","70","0","2021","A","",1232,23498,1131741121,190642174,3809145,926,48163,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,0.7,187,0.8,63727816,6.0,9565382,5.3,406812,12.0,45,5.1,2346,5.1
"39103","0","10","70","0","2021","A","",4771,58711,3086641971,550014316,13066005,1011,52573,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",132,2.8,1661,2.9,318636995,11.5,29377080,5.6,2370988,22.2,78,8.4,4054,8.4
"39105","0","10","70","0","2021","A","",367,3536,128185079,26311208,698992,697,36251,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,17,0.5,7202200,6.0,790435,3.1,120445,20.8,36,5.4,1866,5.4
"39107","0","10","70","0","2021","A","",1166,19369,863751331,162661248,2919915,858,44595,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",25,2.2,-112,-0.6,26048314,3.1,501369,0.3,354562,13.8,31,3.7,1593,3.7
"39109","0","10","70","0","2021","A","",2416,40267,1981341927,376446152,8227954,946,49205,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",60,2.5,897,2.3,122600809,6.6,17992300,5.0,1523811,22.7,38,4.2,1993,4.2
"39111","0","10","70","0","2021","A","",374,2931,136654180,26093193,825077,897,46621,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.5,-178,-5.7,-22303670,-14.0,-3605182,-12.1,-126675,-13.3,-86,-8.7,-4500,-8.8
"39113","0","10","70","0","2021","A","",12525,241329,13286916524,2002040666,45629679,1059,55057,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",262,2.1,1317,0.5,609523922,4.8,45188404,2.3,7098341,18.4,43,4.2,2237,4.2
"39115","0","10","70","0","2021","A","",218,2685,111575886,20893774,721471,799,41549,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.5,119,4.6,7004164,6.7,1444091,7.4,120327,20.0,15,1.9,796,2.0
"39117","0","10","70","0","2021","A","",525,5279,210165974,39214764,869590,766,39810,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",25,5.0,117,2.3,8729847,4.3,16418,0.0,104236,13.6,15,2.0,783,2.0
"39119","0","10","70","0","2021","A","",1903,33468,1576506344,272437095,6582377,906,47105,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,0.4,1016,3.1,110952864,7.6,18366370,7.2,1199804,22.3,38,4.4,1944,4.3
"39121","0","10","70","0","2021","A","",278,2920,126628925,19274915,579856,834,43373,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.7,102,3.6,8273788,7.0,1091689,6.0,52555,10.0,26,3.2,1367,3.3
"39123","0","10","70","0","2021","A","",1174,13342,635945158,111376315,3942847,917,47666,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,1.9,380,2.9,35245182,5.9,3120290,2.9,677693,20.8,26,2.9,1323,2.9
"39125","0","10","70","0","2021","A","",411,4687,202051298,39018151,854030,829,43108,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,3.5,69,1.5,12847690,6.8,-938471,-2.3,113043,15.3,41,5.2,2137,5.2
"39127","0","10","70","0","2021","A","",587,5966,259387523,47655822,1692791,836,43479,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,3.2,-2,0.0,9322552,3.7,42102,0.1,148357,9.6,30,3.7,1577,3.8
"39129","0","10","70","0","2021","A","",1016,14301,728138668,116338037,3112639,979,50915,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",31,3.1,836,6.2,66860430,10.1,15519826,15.4,830481,36.4,35,3.7,1804,3.7
"39131","0","10","70","0","2021","A","",548,9615,515330834,76825063,2212348,1031,53597,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,305,3.3,25892641,5.3,4646533,6.4,384075,21.0,20,2.0,1027,2.0
"39133","0","10","70","0","2021","A","",3505,52330,2702851715,435821728,10655057,993,51650,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",117,3.5,584,1.1,201400540,8.1,25038775,6.1,1861350,21.2,63,6.8,3309,6.8
"39135","0","10","70","0","2021","A","",776,11002,524981016,94763936,2010410,918,47717,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,1.8,788,7.7,68728686,15.1,10411158,12.3,594135,42.0,59,6.9,3050,6.8
"39137","0","10","70","0","2021","A","",839,11894,516827768,100893501,2053896,836,43453,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,2.2,591,5.2,36009062,7.5,5487105,5.8,405743,24.6,18,2.2,916,2.2
"39139","0","10","70","0","2021","A","",2815,47754,2146971291,406342958,8649885,865,44959,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,0.7,1153,2.5,137117426,6.8,23737298,6.2,1561862,22.0,36,4.3,1830,4.2
"39141","0","10","70","0","2021","A","",1450,28725,1427973894,203918001,5611263,956,49711,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,0.8,762,2.7,84638123,6.3,15367710,8.2,1191353,27.0,32,3.5,1672,3.5
"39143","0","10","70","0","2021","A","",1456,24786,1157869694,224198014,5266993,898,46714,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",62,4.4,941,3.9,93254256,8.8,10631176,5.0,907253,20.8,39,4.5,2066,4.6
"39145","0","10","70","0","2021","A","",1432,23463,1049645500,157171792,3733549,860,44737,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,1.4,690,3.0,97194478,10.2,9879202,6.7,888669,31.2,56,7.0,2913,7.0
"39147","0","10","70","0","2021","A","",1172,18574,809402116,150231977,3388007,838,43577,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,1.7,238,1.3,48489657,6.4,5072835,3.5,877078,34.9,40,5.0,2078,5.0
"39149","0","10","70","0","2021","A","",1068,26669,1465010892,255439207,4828119,1056,54934,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,1.4,815,3.2,87214563,6.3,12295663,5.1,1210260,33.5,31,3.0,1642,3.1
"39151","0","10","70","0","2021","A","",8925,152590,7322051754,1314286710,33059745,923,47985,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",246,2.8,2903,1.9,467116112,6.8,61829407,4.9,6272502,23.4,42,4.8,2190,4.8
"39153","0","10","70","0","2021","A","",15095,254952,14478953552,2250583989,55728416,1092,56791,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",421,2.9,3496,1.4,922905956,6.8,95652162,4.4,8950019,19.1,55,5.3,2881,5.3
"39155","0","10","70","0","2021","A","",4304,59986,2687423611,550336971,14145493,862,44801,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",64,1.5,1904,3.3,211028802,8.5,26440790,5.0,1347174,10.5,42,5.1,2165,5.1
"39157","0","10","70","0","2021","A","",2347,35659,1588677315,306026158,6778968,857,44552,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",46,2.0,863,2.5,121349512,8.3,17371582,6.0,934059,16.0,46,5.7,2383,5.7
"39159","0","10","70","0","2021","A","",1450,32701,2123326248,336191195,6514926,1249,64932,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",68,4.9,564,1.8,75999944,3.7,16934205,5.3,1075136,19.8,24,2.0,1226,1.9
"39161","0","10","70","0","2021","A","",642,11060,496200788,98425189,1813844,863,44865,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.9,111,1.0,27945606,6.0,9241874,10.4,525146,40.8,41,5.0,2096,4.9
"39163","0","10","70","0","2021","A","",215,2215,86933985,15258595,398215,755,39240,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-1.8,-8,-0.4,2886292,3.4,-928564,-5.7,53577,15.5,28,3.9,1436,3.8
"39165","0","10","70","0","2021","A","",5745,96260,6019063531,937763943,22286975,1202,62529,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",318,5.9,4343,4.7,513998688,9.3,85368057,10.0,4506944,25.3,50,4.3,2637,4.4
"39167","0","10","70","0","2021","A","",1619,24232,1276003250,199182243,5537569,1013,52657,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,0.8,532,2.2,87463366,7.4,9161345,4.8,450306,8.9,49,5.1,2508,5.0
"39169","0","10","70","0","2021","A","",2822,46515,2439736363,397899130,7936550,1009,52451,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",87,3.2,892,2.0,179130050,7.9,18989640,5.0,1683003,26.9,56,5.9,2901,5.9
"39171","0","10","70","0","2021","A","",898,16420,756691166,152572230,3254430,886,46083,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,1.5,84,0.5,38299861,5.3,1371944,0.9,547719,20.2,40,4.7,2108,4.8
"39173","0","10","70","0","2021","A","",3186,66989,3435025268,628566767,18135387,986,51277,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",89,2.9,2750,4.3,270160170,8.5,46286135,7.9,3454220,23.5,39,4.1,2010,4.1
"39175","0","10","70","0","2021","A","",557,9419,465328879,85186752,1755404,950,49404,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,1.3,329,3.6,27577481,6.3,2404192,2.9,374546,27.1,24,2.6,1244,2.6
"39999","0","10","70","0","2021","A","",20155,135918,12694322150,1779068288,57675690,1796,93397,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1478,7.9,16807,14.1,2062188819,19.4,272019823,18.0,12592307,27.9,79,4.6,4135,4.6
